"id","token","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","166351X247X3356qi1qu1sq1","166351X247X3356qi1qu1sq2","166351X247X3359qi1qu4sq1","166351X247X3359qi1qu4sq2","166351X247X3362qi1qu7sq1","166351X247X3362qi1qu7sq2","166351X247X3365qi1qu10sq1","166351X247X3365qi1qu10sq2","166351X247X3368qi1qu13sq1","166351X247X3368qi1qu13sq2","166351X247X3371qi1qu16sq1","166351X247X3371qi1qu16sq2","166351X247X3374qi1qu19sq1","166351X247X3374qi1qu19sq2","166351X247X3377qi1qu22sq1","166351X247X3377qi1qu22sq2","166351X248X3380qi1qu25sq1","166351X248X3380qi1qu25sq2","166351X248X3380qi1qu25sq3","166351X248X3380qi1qu25sq4","166351X249X3385","166351X249X3386"
"11",NULL,"2020-01-30 19:47:06",NULL,"hr",NULL,"2020-01-30 19:47:06","2020-01-30 19:47:06",NULL,"A2","A3","A1","A3","A3","A1","A1","A2","A1","A2","A3","A1","A2","A1","A1","A3","A1","A2","A2","A2","A2","A1"
"12",NULL,"2020-01-30 19:47:07",NULL,"hr",NULL,"2020-01-30 19:47:07","2020-01-30 19:47:07",NULL,"A2","A3","A3","A1","A2","A1","A1","A2","A1","A2","A3","A1","A3","A1","A1","A3","A2","A2","A1","A1","A3","A2"
"13",NULL,"2020-01-30 19:47:08",NULL,"hr",NULL,"2020-01-30 19:47:08","2020-01-30 19:47:08",NULL,"A2","A3","A1","A3","A2","A1","A1","A3","A1","A2","A3","A1","A2","A1","A1","A2","A2","A1","A2","A1","A1","A1"
"14",NULL,"2020-01-30 19:47:11",NULL,"hr",NULL,"2020-01-30 19:47:11","2020-01-30 19:47:11",NULL,"A2","A3","A1","A2","A2","A1","A1","A2","A1","A2","A3","A1","A3","A1","A1","A3","A1","A1","A1","A2","A2","A3"
"15",NULL,"2020-01-30 19:47:11",NULL,"hr",NULL,"2020-01-30 19:47:11","2020-01-30 19:47:11",NULL,"A1","A3","A2","A3","A2","A1","A1","A2","A1","A3","A3","A1","A2","A1","A2","A3","A1","A2","A1","A1","A3","A3"
"16",NULL,"2020-01-30 19:47:12",NULL,"hr",NULL,"2020-01-30 19:47:12","2020-01-30 19:47:12",NULL,"A2","A3","A1","A3","A2","A1","A1","A2","A3","A2","A3","A1","A2","A1","A1","A3","A2","A2","A2","A2","A1","A2"
"17",NULL,"2020-01-30 19:47:12",NULL,"hr",NULL,"2020-01-30 19:47:12","2020-01-30 19:47:12",NULL,"A1","A3","A3","A2","A2","A1","A1","A2","A1","A3","A2","A1","A2","A1","A2","A3","A1","A2","A2","A1","A1","A2"
"18",NULL,"2020-01-30 19:47:13",NULL,"hr",NULL,"2020-01-30 19:47:13","2020-01-30 19:47:13",NULL,"A2","A3","A2","A3","A2","A1","A1","A2","A1","A3","A3","A1","A2","A1","A1","A3","A2","A2","A2","A2","A2","A2"
"19",NULL,"2020-01-30 19:47:14",NULL,"hr",NULL,"2020-01-30 19:47:14","2020-01-30 19:47:14",NULL,"A2","A3","A1","A3","A2","A1","A1","A3","A1","A2","A2","A1","A2","A3","A1","A3","A1","A1","A1","A2","A3","A1"
"20",NULL,"2020-01-30 19:47:14",NULL,"hr",NULL,"2020-01-30 19:47:14","2020-01-30 19:47:14",NULL,"A1","A3","A1","A3","A3","A1","A1","A3","A1","A2","A3","A1","A2","A1","A1","A3","A2","A2","A2","A2","A2","A1"
"21",NULL,"2020-01-30 19:47:17",NULL,"hr",NULL,"2020-01-30 19:47:17","2020-01-30 19:47:17",NULL,"A2","A3","A2","A3","A2","A1","A1","A2","A2","A3","A2","A1","A2","A3","A1","A3","A2","A2","A2","A2","A3","A2"
"22",NULL,"2020-01-30 19:47:18",NULL,"hr",NULL,"2020-01-30 19:47:18","2020-01-30 19:47:18",NULL,"A1","A3","A2","A3","A3","A1","A1","A3","A1","A2","A2","A1","A2","A1","A2","A3","A1","A1","A1","A2","A1","A2"
"23",NULL,"2020-01-30 19:47:19",NULL,"hr",NULL,"2020-01-30 19:47:19","2020-01-30 19:47:19",NULL,"A2","A3","A1","A3","A1","A3","A2","A3","A1","A2","A3","A1","A2","A1","A1","A3","A1","A1","A1","A1","A2","A3"
"24",NULL,"2020-01-30 19:47:21",NULL,"hr",NULL,"2020-01-30 19:47:21","2020-01-30 19:47:21",NULL,"A2","A3","A1","A3","A2","A1","A1","A3","A1","A2","A3","A1","A2","A3","A2","A3","A2","A2","A2","A2","A3","A1"
"25",NULL,"2020-01-30 19:47:22",NULL,"hr",NULL,"2020-01-30 19:47:22","2020-01-30 19:47:22",NULL,"A2","A3","A3","A1","A2","A1","A1","A2","A1","A3","A3","A1","A3","A1","A1","A3","A1","A2","A1","A1","A3","A2"
"26",NULL,"2020-01-30 19:47:22",NULL,"hr",NULL,"2020-01-30 19:47:22","2020-01-30 19:47:22",NULL,"A2","A3","A1","A3","A3","A1","A1","A2","A1","A3","A2","A1","A3","A1","A1","A3","A2","A2","A2","A2","A1","A2"
"27",NULL,"2020-01-30 19:47:23",NULL,"hr",NULL,"2020-01-30 19:47:23","2020-01-30 19:47:23",NULL,"A2","A3","A2","A3","A2","A1","A1","A2","A1","A2","A3","A1","A3","A1","A2","A3","A2","A2","A2","A2","A3","A3"
"28",NULL,"2020-01-30 19:47:24",NULL,"hr",NULL,"2020-01-30 19:47:24","2020-01-30 19:47:24",NULL,"A2","A3","A2","A3","A2","A1","A1","A2","A1","A2","A2","A1","A1","A3","A3","A1","A2","A2","A2","A2","A1","A1"
"29",NULL,"2020-01-30 19:47:24",NULL,"hr",NULL,"2020-01-30 19:47:24","2020-01-30 19:47:24",NULL,"A2","A3","A1","A3","A2","A1","A1","A2","A1","A2","A2","A1","A3","A1","A2","A3","A2","A2","A2","A2","A2","A1"
"30",NULL,"2020-01-30 19:47:25",NULL,"hr",NULL,"2020-01-30 19:47:25","2020-01-30 19:47:25",NULL,"A1","A3","A1","A3","A2","A1","A1","A3","A1","A2","A2","A1","A2","A1","A1","A3","A2","A2","A2","A2","A1","A2"
"31",NULL,"2020-01-30 19:47:27",NULL,"hr",NULL,"2020-01-30 19:47:27","2020-01-30 19:47:27",NULL,"A1","A3","A1","A2","A2","A1","A1","A2","A1","A3","A3","A1","A1","A3","A1","A3","A2","A1","A2","A2","A1","A3"
"32",NULL,"2020-01-30 19:47:27",NULL,"hr",NULL,"2020-01-30 19:47:27","2020-01-30 19:47:27",NULL,"A1","A3","A1","A3","A2","A1","A1","A2","A1","A3","A2","A1","A3","A2","A1","A3","A2","A1","A1","A2","A2","A2"
"33",NULL,"2020-01-30 19:47:28",NULL,"hr",NULL,"2020-01-30 19:47:28","2020-01-30 19:47:28",NULL,"A2","A1","A1","A3","A2","A1","A1","A2","A1","A3","A2","A1","A1","A2","A1","A3","A1","A2","A1","A2","A1","A3"
"34",NULL,"2020-01-30 19:47:32",NULL,"hr",NULL,"2020-01-30 19:47:32","2020-01-30 19:47:32",NULL,"A2","A3","A2","A3","A3","A1","A1","A3","A1","A2","A3","A1","A2","A1","A2","A3","A2","A2","A2","A2","A2","A3"
"35",NULL,"2020-01-30 19:47:33",NULL,"hr",NULL,"2020-01-30 19:47:33","2020-01-30 19:47:33",NULL,"A2","A1","A2","A3","A3","A1","A1","A2","A1","A3","A2","A1","A2","A1","A1","A3","A1","A2","A1","A1","A2","A3"
"36",NULL,"2020-01-30 19:47:34",NULL,"hr",NULL,"2020-01-30 19:47:34","2020-01-30 19:47:34",NULL,"A2","A3","A1","A2","A2","A1","A1","A2","A1","A2","A2","A1","A2","A1","A1","A3","A1","A1","A2","A2","A2","A1"
"37",NULL,"2020-01-30 19:47:35",NULL,"hr",NULL,"2020-01-30 19:47:35","2020-01-30 19:47:35",NULL,"A2","A1","A1","A3","A2","A1","A1","A3","A1","A3","A3","A1","A3","A1","A1","A3","A2","A2","A2","A2","A1","A3"
"38",NULL,"2020-01-30 19:47:36",NULL,"hr",NULL,"2020-01-30 19:47:36","2020-01-30 19:47:36",NULL,"A2","A3","A2","A3","A3","A1","A1","A2","A1","A2","A3","A1","A1","A3","A1","A3","A2","A2","A1","A1","A1","A3"
"39",NULL,"2020-01-30 19:47:37",NULL,"hr",NULL,"2020-01-30 19:47:37","2020-01-30 19:47:37",NULL,"A2","A3","A3","A2","A3","A1","A1","A2","A1","A3","A3","A1","A3","A1","A1","A3","A1","A1","A1","A1","A1","A3"
"40",NULL,"2020-01-30 19:47:38",NULL,"hr",NULL,"2020-01-30 19:47:38","2020-01-30 19:47:38",NULL,"A2","A3","A2","A3","A3","A1","A1","A3","A1","A2","A1","A3","A2","A3","A1","A3","A2","A2","A2","A2","A3","A2"
"41",NULL,"2020-01-30 19:47:39",NULL,"hr",NULL,"2020-01-30 19:47:39","2020-01-30 19:47:39",NULL,"A1","A3","A1","A3","A2","A1","A1","A3","A1","A2","A3","A2","A2","A1","A1","A3","A2","A2","A1","A1","A1","A3"
"42",NULL,"2020-01-30 19:47:40",NULL,"hr",NULL,"2020-01-30 19:47:40","2020-01-30 19:47:40",NULL,"A2","A3","A2","A3","A1","A3","A1","A2","A1","A2","A3","A1","A2","A1","A1","A3","A2","A2","A2","A2","A1","A2"
"43",NULL,"2020-01-30 19:47:41",NULL,"hr",NULL,"2020-01-30 19:47:41","2020-01-30 19:47:41",NULL,"A1","A3","A2","A3","A2","A1","A3","A2","A1","A3","A2","A1","A3","A1","A1","A3","A2","A2","A2","A2","A1","A2"
"44",NULL,"2020-01-30 19:47:41",NULL,"hr",NULL,"2020-01-30 19:47:41","2020-01-30 19:47:41",NULL,"A2","A3","A1","A3","A3","A1","A1","A3","A1","A3","A3","A1","A2","A1","A2","A3","A2","A2","A2","A2","A1","A3"
"45",NULL,"2020-01-30 19:47:42",NULL,"hr",NULL,"2020-01-30 19:47:42","2020-01-30 19:47:42",NULL,"A2","A3","A3","A2","A2","A3","A1","A2","A1","A2","A3","A1","A2","A1","A1","A3","A2","A2","A2","A2","A3","A2"
"46",NULL,"2020-01-30 19:47:44",NULL,"hr",NULL,"2020-01-30 19:47:44","2020-01-30 19:47:44",NULL,"A2","A3","A1","A3","A3","A1","A1","A2","A1","A3","A2","A1","A2","A1","A1","A3","A2","A1","A1","A1","A2","A2"
"47",NULL,"2020-01-30 19:47:45",NULL,"hr",NULL,"2020-01-30 19:47:45","2020-01-30 19:47:45",NULL,"A2","A3","A1","A2","A3","A1","A1","A3","A1","A2","A3","A1","A2","A1","A2","A3","A1","A1","A2","A2","A2","A2"
"48",NULL,"2020-01-30 19:47:46",NULL,"hr",NULL,"2020-01-30 19:47:46","2020-01-30 19:47:46",NULL,"A2","A3","A1","A3","A2","A1","A1","A2","A1","A3","A2","A1","A2","A1","A1","A3","A2","A1","A2","A1","A1","A2"
"49",NULL,"2020-01-30 19:47:46",NULL,"hr",NULL,"2020-01-30 19:47:46","2020-01-30 19:47:46",NULL,"A2","A3","A2","A3","A2","A1","A1","A2","A1","A3","A3","A2","A2","A3","A1","A2","A2","A1","A1","A1","A1","A1"
"50",NULL,"2020-01-30 19:47:47",NULL,"hr",NULL,"2020-01-30 19:47:47","2020-01-30 19:47:47",NULL,"A1","A3","A1","A3","A2","A1","A1","A3","A2","A3","A3","A1","A3","A1","A1","A3","A2","A1","A2","A2","A2","A1"
"51",NULL,"2020-01-30 19:47:48",NULL,"hr",NULL,"2020-01-30 19:47:48","2020-01-30 19:47:48",NULL,"A2","A3","A3","A2","A2","A1","A1","A3","A1","A3","A3","A1","A2","A1","A1","A2","A2","A2","A1","A2","A1","A3"
"52",NULL,"2020-01-30 19:47:49",NULL,"hr",NULL,"2020-01-30 19:47:49","2020-01-30 19:47:49",NULL,"A2","A3","A2","A3","A3","A1","A2","A3","A1","A3","A2","A1","A2","A3","A1","A3","A1","A1","A1","A1","A3","A3"
"53",NULL,"2020-01-30 19:47:50",NULL,"hr",NULL,"2020-01-30 19:47:50","2020-01-30 19:47:50",NULL,"A2","A3","A2","A3","A3","A1","A1","A2","A1","A2","A2","A1","A2","A1","A1","A3","A2","A2","A2","A2","A3","A1"
"54",NULL,"2020-01-30 19:47:52",NULL,"hr",NULL,"2020-01-30 19:47:52","2020-01-30 19:47:52",NULL,"A2","A3","A2","A1","A3","A1","A1","A3","A1","A3","A3","A2","A3","A1","A1","A3","A2","A2","A1","A2","A3","A3"
"55",NULL,"2020-01-30 19:47:52",NULL,"hr",NULL,"2020-01-30 19:47:52","2020-01-30 19:47:52",NULL,"A2","A3","A2","A3","A2","A1","A1","A3","A1","A3","A3","A2","A3","A1","A1","A3","A1","A1","A2","A1","A1","A3"
"56",NULL,"2020-01-30 19:47:53",NULL,"hr",NULL,"2020-01-30 19:47:53","2020-01-30 19:47:53",NULL,"A2","A3","A1","A3","A2","A1","A1","A3","A1","A2","A3","A1","A3","A1","A1","A3","A2","A2","A2","A2","A3","A1"
"57",NULL,"2020-01-30 19:47:55",NULL,"hr",NULL,"2020-01-30 19:47:55","2020-01-30 19:47:55",NULL,"A2","A3","A2","A3","A3","A1","A1","A3","A1","A3","A3","A1","A2","A1","A1","A3","A2","A1","A1","A1","A3","A2"
"58",NULL,"2020-01-30 19:47:56",NULL,"hr",NULL,"2020-01-30 19:47:56","2020-01-30 19:47:56",NULL,"A2","A3","A2","A3","A3","A1","A1","A2","A1","A2","A3","A1","A2","A1","A1","A3","A1","A1","A2","A2","A3","A3"
"59",NULL,"2020-01-30 19:47:57",NULL,"hr",NULL,"2020-01-30 19:47:57","2020-01-30 19:47:57",NULL,"A2","A3","A1","A3","A2","A1","A1","A2","A1","A2","A3","A1","A1","A2","A2","A3","A1","A2","A1","A2","A1","A3"
"60",NULL,"2020-01-30 19:47:58",NULL,"hr",NULL,"2020-01-30 19:47:58","2020-01-30 19:47:58",NULL,"A2","A3","A1","A3","A3","A1","A1","A3","A2","A1","A2","A1","A1","A3","A1","A3","A1","A1","A2","A1","A3","A3"
"61",NULL,"2020-01-30 19:47:59",NULL,"hr",NULL,"2020-01-30 19:47:59","2020-01-30 19:47:59",NULL,"A2","A3","A1","A3","A3","A1","A1","A3","A1","A3","A3","A1","A3","A1","A1","A3","A1","A1","A2","A2","A3","A2"
"62",NULL,"2020-01-30 19:47:59",NULL,"hr",NULL,"2020-01-30 19:47:59","2020-01-30 19:47:59",NULL,"A2","A3","A1","A3","A3","A1","A1","A2","A1","A2","A3","A1","A1","A3","A1","A3","A1","A2","A1","A2","A2","A1"
"63",NULL,"2020-01-30 19:48:00",NULL,"hr",NULL,"2020-01-30 19:48:00","2020-01-30 19:48:00",NULL,"A2","A3","A2","A3","A2","A1","A1","A3","A1","A3","A3","A1","A2","A1","A2","A3","A2","A1","A1","A2","A2","A1"
"64",NULL,"2020-01-30 19:48:01",NULL,"hr",NULL,"2020-01-30 19:48:01","2020-01-30 19:48:01",NULL,"A1","A3","A1","A2","A2","A1","A1","A3","A1","A3","A3","A1","A2","A1","A2","A3","A1","A2","A2","A2","A2","A1"
"65",NULL,"2020-01-30 19:48:02",NULL,"hr",NULL,"2020-01-30 19:48:02","2020-01-30 19:48:02",NULL,"A2","A3","A1","A3","A2","A1","A1","A2","A3","A2","A2","A1","A2","A3","A1","A3","A2","A1","A2","A1","A1","A1"
"66",NULL,"2020-01-30 19:48:03",NULL,"hr",NULL,"2020-01-30 19:48:03","2020-01-30 19:48:03",NULL,"A2","A3","A1","A3","A3","A1","A1","A2","A1","A2","A3","A1","A2","A1","A1","A3","A1","A1","A2","A1","A1","A2"
