"id","token","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","561669X250X3387qi2qu1sq1","561669X250X3387qi2qu1sq2","561669X250X3390qi2qu4sq1","561669X250X3390qi2qu4sq2","561669X250X3393qi2qu7sq1","561669X250X3393qi2qu7sq2","561669X250X3396qi2qu10sq1","561669X250X3396qi2qu10sq2","561669X250X3399qi2qu13sq1","561669X250X3399qi2qu13sq2","561669X250X3402qi2qu16sq1","561669X250X3402qi2qu16sq2","561669X250X3405qi2qu19sq1","561669X250X3405qi2qu19sq2","561669X250X3408qi2qu22sq1","561669X250X3408qi2qu22sq2","561669X251X3411qi2qu25sq1","561669X251X3411qi2qu25sq2","561669X251X3411qi2qu25sq3","561669X251X3411qi2qu25sq4","561669X252X3416","561669X252X3417"
"40",NULL,"2020-01-30 19:47:42",NULL,"hr",NULL,"2020-01-30 19:47:42","2020-01-30 19:47:42",NULL,"A2","A3","A3","A2","A1","A3","A2","A1","A3","A1","A3","A2","A3","A1","A2","A3","A1","A1","A1","A2","A2","A1"
"41",NULL,"2020-01-30 19:47:43",NULL,"hr",NULL,"2020-01-30 19:47:43","2020-01-30 19:47:43",NULL,"A2","A3","A3","A2","A3","A2","A2","A1","A1","A2","A3","A2","A3","A1","A2","A3","A2","A1","A2","A1","A1","A3"
"42",NULL,"2020-01-30 19:47:43",NULL,"hr",NULL,"2020-01-30 19:47:43","2020-01-30 19:47:43",NULL,"A2","A3","A3","A2","A1","A3","A3","A1","A3","A2","A3","A2","A2","A1","A2","A3","A2","A2","A2","A2","A2","A3"
"43",NULL,"2020-01-30 19:47:45",NULL,"hr",NULL,"2020-01-30 19:47:45","2020-01-30 19:47:45",NULL,"A2","A3","A1","A3","A1","A2","A3","A1","A3","A2","A3","A2","A2","A1","A1","A3","A1","A1","A1","A2","A3","A1"
"44",NULL,"2020-01-30 19:47:46",NULL,"hr",NULL,"2020-01-30 19:47:46","2020-01-30 19:47:46",NULL,"A2","A3","A3","A2","A1","A2","A2","A1","A1","A2","A1","A2","A3","A1","A2","A3","A2","A2","A2","A2","A3","A1"
"45",NULL,"2020-01-30 19:47:47",NULL,"hr",NULL,"2020-01-30 19:47:47","2020-01-30 19:47:47",NULL,"A2","A1","A1","A2","A1","A2","A3","A1","A3","A2","A1","A2","A3","A1","A1","A3","A2","A2","A1","A1","A2","A2"
"46",NULL,"2020-01-30 19:47:48",NULL,"hr",NULL,"2020-01-30 19:47:48","2020-01-30 19:47:48",NULL,"A3","A1","A2","A3","A1","A3","A2","A1","A3","A2","A3","A2","A3","A1","A1","A3","A2","A2","A1","A1","A1","A2"
"47",NULL,"2020-01-30 19:47:49",NULL,"hr",NULL,"2020-01-30 19:47:49","2020-01-30 19:47:49",NULL,"A3","A1","A1","A2","A1","A2","A3","A1","A3","A1","A3","A2","A2","A1","A3","A2","A2","A2","A1","A1","A3","A1"
"48",NULL,"2020-01-30 19:47:49",NULL,"hr",NULL,"2020-01-30 19:47:49","2020-01-30 19:47:49",NULL,"A2","A3","A2","A3","A1","A3","A3","A1","A3","A2","A3","A2","A2","A1","A1","A3","A2","A2","A1","A2","A1","A2"
"49",NULL,"2020-01-30 19:47:50",NULL,"hr",NULL,"2020-01-30 19:47:50","2020-01-30 19:47:50",NULL,"A2","A1","A2","A3","A1","A3","A2","A1","A3","A2","A3","A2","A2","A1","A1","A3","A1","A1","A1","A2","A3","A3"
"50",NULL,"2020-01-30 19:47:50",NULL,"hr",NULL,"2020-01-30 19:47:50","2020-01-30 19:47:50",NULL,"A2","A1","A1","A2","A1","A2","A3","A1","A3","A2","A1","A2","A2","A1","A2","A1","A2","A2","A1","A2","A2","A3"
"51",NULL,"2020-01-30 19:47:51",NULL,"hr",NULL,"2020-01-30 19:47:51","2020-01-30 19:47:51",NULL,"A2","A3","A1","A3","A1","A2","A2","A1","A1","A2","A3","A2","A3","A1","A1","A3","A2","A1","A1","A2","A2","A1"
"52",NULL,"2020-01-30 19:47:52",NULL,"hr",NULL,"2020-01-30 19:47:52","2020-01-30 19:47:52",NULL,"A3","A1","A2","A3","A1","A3","A3","A1","A3","A2","A3","A2","A3","A1","A2","A3","A1","A2","A1","A2","A1","A2"
"53",NULL,"2020-01-30 19:47:53",NULL,"hr",NULL,"2020-01-30 19:47:53","2020-01-30 19:47:53",NULL,"A2","A1","A1","A2","A1","A2","A2","A1","A3","A2","A1","A2","A3","A1","A2","A3","A2","A2","A2","A2","A1","A1"
"54",NULL,"2020-01-30 19:47:54",NULL,"hr",NULL,"2020-01-30 19:47:54","2020-01-30 19:47:54",NULL,"A2","A1","A3","A2","A1","A2","A2","A1","A3","A2","A1","A2","A2","A1","A1","A3","A2","A2","A2","A2","A1","A1"
"55",NULL,"2020-01-30 19:47:55",NULL,"hr",NULL,"2020-01-30 19:47:55","2020-01-30 19:47:55",NULL,"A2","A3","A1","A2","A1","A3","A3","A1","A1","A2","A3","A2","A2","A1","A2","A3","A2","A2","A1","A1","A3","A2"
"56",NULL,"2020-01-30 19:47:55",NULL,"hr",NULL,"2020-01-30 19:47:55","2020-01-30 19:47:55",NULL,"A2","A1","A1","A2","A1","A2","A3","A1","A3","A2","A1","A2","A2","A1","A1","A3","A1","A2","A2","A2","A2","A2"
"57",NULL,"2020-01-30 19:47:57",NULL,"hr",NULL,"2020-01-30 19:47:57","2020-01-30 19:47:57",NULL,"A2","A3","A3","A2","A1","A2","A2","A1","A1","A2","A1","A2","A2","A1","A1","A3","A2","A2","A2","A1","A1","A2"
"58",NULL,"2020-01-30 19:47:58",NULL,"hr",NULL,"2020-01-30 19:47:58","2020-01-30 19:47:58",NULL,"A2","A1","A1","A3","A1","A2","A3","A1","A1","A2","A1","A2","A2","A1","A1","A2","A2","A2","A2","A2","A2","A3"
"59",NULL,"2020-01-30 19:47:58",NULL,"hr",NULL,"2020-01-30 19:47:58","2020-01-30 19:47:58",NULL,"A2","A3","A3","A1","A1","A3","A3","A1","A3","A2","A3","A2","A3","A1","A1","A3","A2","A2","A2","A2","A3","A2"
"60",NULL,"2020-01-30 19:47:59",NULL,"hr",NULL,"2020-01-30 19:47:59","2020-01-30 19:47:59",NULL,"A1","A3","A1","A3","A1","A3","A3","A1","A2","A3","A1","A2","A3","A1","A1","A3","A2","A1","A1","A2","A2","A1"
"61",NULL,"2020-01-30 19:48:00",NULL,"hr",NULL,"2020-01-30 19:48:00","2020-01-30 19:48:00",NULL,"A2","A3","A3","A2","A1","A2","A2","A1","A3","A2","A1","A2","A2","A1","A1","A3","A2","A2","A1","A2","A3","A2"
"62",NULL,"2020-01-30 19:48:02",NULL,"hr",NULL,"2020-01-30 19:48:02","2020-01-30 19:48:02",NULL,"A1","A3","A1","A3","A1","A3","A3","A1","A1","A2","A3","A2","A2","A1","A1","A3","A1","A2","A2","A1","A2","A2"
"63",NULL,"2020-01-30 19:48:03",NULL,"hr",NULL,"2020-01-30 19:48:03","2020-01-30 19:48:03",NULL,"A2","A3","A1","A3","A1","A3","A2","A1","A1","A2","A3","A2","A2","A1","A1","A3","A2","A1","A1","A2","A3","A3"
"64",NULL,"2020-01-30 19:48:04",NULL,"hr",NULL,"2020-01-30 19:48:04","2020-01-30 19:48:04",NULL,"A2","A1","A1","A2","A1","A3","A2","A1","A1","A2","A1","A2","A2","A1","A2","A1","A1","A2","A1","A2","A2","A1"
"65",NULL,"2020-01-30 19:48:04",NULL,"hr",NULL,"2020-01-30 19:48:04","2020-01-30 19:48:04",NULL,"A2","A3","A1","A3","A1","A3","A3","A1","A3","A2","A3","A2","A3","A1","A1","A2","A1","A1","A2","A1","A2","A3"
"66",NULL,"2020-01-30 19:48:04",NULL,"hr",NULL,"2020-01-30 19:48:04","2020-01-30 19:48:04",NULL,"A2","A1","A1","A3","A1","A3","A3","A1","A1","A2","A1","A2","A2","A1","A1","A3","A1","A2","A2","A2","A1","A2"
"67",NULL,"2020-01-30 19:48:05",NULL,"hr",NULL,"2020-01-30 19:48:05","2020-01-30 19:48:05",NULL,"A2","A3","A3","A2","A2","A3","A2","A1","A3","A2","A1","A2","A2","A1","A1","A2","A2","A2","A2","A1","A3","A3"
